0.00.315.731 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.318.358 I srv    load_model: loading model '/home/quinna/models/Ornith-1.0-35B-GGUF/ornith-1.0-35b-Q4_K_M.gguf'
0.12.069.506 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 131072, kv_unified = 'true'
0.12.086.387 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.12.086.426 I srv  llama_server: model loaded
0.12.086.430 I srv  llama_server: listening on http://127.0.0.1:8091
1.52.437.259 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
36.18.372.209 I slot print_timing: id  3 | task 84610 | n_decoded =   3544, tg =  69.31 t/s, tg_3s =  68.38 t/s
36.21.376.842 I slot print_timing: id  3 | task 84610 | n_decoded =   3749, tg =  69.25 t/s, tg_3s =  68.23 t/s
36.24.384.453 I slot print_timing: id  3 | task 84610 | n_decoded =   3954, tg =  69.19 t/s, tg_3s =  68.16 t/s
36.27.390.671 I slot print_timing: id  3 | task 84610 | n_decoded =   4160, tg =  69.16 t/s, tg_3s =  68.52 t/s
36.30.403.554 I slot print_timing: id  3 | task 84610 | n_decoded =   4366, tg =  69.12 t/s, tg_3s =  68.37 t/s
36.33.405.844 I slot print_timing: id  3 | task 84610 | n_decoded =   4571, tg =  69.08 t/s, tg_3s =  68.28 t/s
36.36.406.879 I slot print_timing: id  3 | task 84610 | n_decoded =   4776, tg =  69.05 t/s, tg_3s =  68.31 t/s
36.39.413.714 I slot print_timing: id  3 | task 84610 | n_decoded =   4981, tg =  69.01 t/s, tg_3s =  68.18 t/s
36.42.416.319 I slot print_timing: id  3 | task 84610 | n_decoded =   5186, tg =  68.98 t/s, tg_3s =  68.27 t/s
36.45.417.979 I slot print_timing: id  3 | task 84610 | n_decoded =   5390, tg =  68.94 t/s, tg_3s =  67.96 t/s
36.48.428.130 I slot print_timing: id  3 | task 84610 | n_decoded =   5594, tg =  68.90 t/s, tg_3s =  67.77 t/s
36.51.436.075 I slot print_timing: id  3 | task 84610 | n_decoded =   5798, tg =  68.86 t/s, tg_3s =  67.82 t/s
36.54.436.634 I slot print_timing: id  3 | task 84610 | n_decoded =   6001, tg =  68.82 t/s, tg_3s =  67.65 t/s
36.57.438.857 I slot print_timing: id  3 | task 84610 | n_decoded =   6204, tg =  68.78 t/s, tg_3s =  67.62 t/s
37.00.447.602 I slot print_timing: id  3 | task 84610 | n_decoded =   6407, tg =  68.74 t/s, tg_3s =  67.47 t/s
37.03.460.972 I slot print_timing: id  3 | task 84610 | n_decoded =   6610, tg =  68.69 t/s, tg_3s =  67.37 t/s
37.06.461.264 I slot print_timing: id  3 | task 84610 | n_decoded =   6812, tg =  68.65 t/s, tg_3s =  67.33 t/s
37.09.467.605 I slot print_timing: id  3 | task 84610 | n_decoded =   7014, tg =  68.61 t/s, tg_3s =  67.19 t/s
37.12.469.801 I slot print_timing: id  3 | task 84610 | n_decoded =   7216, tg =  68.57 t/s, tg_3s =  67.28 t/s
37.15.473.368 I slot print_timing: id  3 | task 84610 | n_decoded =   7418, tg =  68.54 t/s, tg_3s =  67.25 t/s
37.18.478.229 I slot print_timing: id  3 | task 84610 | n_decoded =   7619, tg =  68.49 t/s, tg_3s =  66.89 t/s
37.21.485.105 I slot print_timing: id  3 | task 84610 | n_decoded =   7820, tg =  68.45 t/s, tg_3s =  66.85 t/s
37.24.487.814 I slot print_timing: id  3 | task 84610 | n_decoded =   8021, tg =  68.41 t/s, tg_3s =  66.94 t/s
37.27.491.088 I slot print_timing: id  3 | task 84610 | n_decoded =   8222, tg =  68.37 t/s, tg_3s =  66.93 t/s
37.30.498.969 I slot print_timing: id  3 | task 84610 | n_decoded =   8422, tg =  68.33 t/s, tg_3s =  66.49 t/s
37.33.503.079 I slot print_timing: id  3 | task 84610 | n_decoded =   8621, tg =  68.28 t/s, tg_3s =  66.24 t/s
37.36.505.646 I slot print_timing: id  3 | task 84610 | n_decoded =   8820, tg =  68.23 t/s, tg_3s =  66.28 t/s
37.39.505.973 I slot print_timing: id  3 | task 84610 | n_decoded =   9019, tg =  68.19 t/s, tg_3s =  66.33 t/s
37.42.518.188 I slot print_timing: id  3 | task 84610 | n_decoded =   9218, tg =  68.14 t/s, tg_3s =  66.06 t/s
37.45.519.915 I slot print_timing: id  3 | task 84610 | n_decoded =   9416, tg =  68.09 t/s, tg_3s =  65.96 t/s
37.48.520.795 I slot print_timing: id  3 | task 84610 | n_decoded =   9614, tg =  68.05 t/s, tg_3s =  65.98 t/s
37.51.533.722 I slot print_timing: id  3 | task 84610 | n_decoded =   9813, tg =  68.01 t/s, tg_3s =  66.05 t/s
37.54.544.337 I slot print_timing: id  3 | task 84610 | n_decoded =  10011, tg =  67.96 t/s, tg_3s =  65.77 t/s
37.57.544.417 I slot print_timing: id  3 | task 84610 | n_decoded =  10208, tg =  67.91 t/s, tg_3s =  65.66 t/s
38.00.547.644 I slot print_timing: id  3 | task 84610 | n_decoded =  10406, tg =  67.88 t/s, tg_3s =  65.93 t/s
38.03.555.527 I slot print_timing: id  3 | task 84610 | n_decoded =  10604, tg =  67.84 t/s, tg_3s =  65.83 t/s
38.06.564.688 I slot print_timing: id  3 | task 84610 | n_decoded =  10801, tg =  67.79 t/s, tg_3s =  65.47 t/s
38.09.568.062 I slot print_timing: id  3 | task 84610 | n_decoded =  10997, tg =  67.74 t/s, tg_3s =  65.26 t/s
38.12.572.012 I slot print_timing: id  3 | task 84610 | n_decoded =  11193, tg =  67.70 t/s, tg_3s =  65.25 t/s
38.15.579.592 I slot print_timing: id  3 | task 84610 | n_decoded =  11389, tg =  67.65 t/s, tg_3s =  65.17 t/s
38.18.588.290 I slot print_timing: id  3 | task 84610 | n_decoded =  11585, tg =  67.61 t/s, tg_3s =  65.14 t/s
38.21.602.472 I slot print_timing: id  3 | task 84610 | n_decoded =  11781, tg =  67.56 t/s, tg_3s =  65.03 t/s
38.24.617.383 I slot print_timing: id  3 | task 84610 | n_decoded =  11977, tg =  67.52 t/s, tg_3s =  65.01 t/s
38.27.620.292 I slot print_timing: id  3 | task 84610 | n_decoded =  12172, tg =  67.48 t/s, tg_3s =  64.94 t/s
38.30.631.134 I slot print_timing: id  3 | task 84610 | n_decoded =  12367, tg =  67.43 t/s, tg_3s =  64.77 t/s
38.33.637.434 I slot print_timing: id  3 | task 84610 | n_decoded =  12562, tg =  67.39 t/s, tg_3s =  64.86 t/s
38.36.646.469 I slot print_timing: id  3 | task 84610 | n_decoded =  12758, tg =  67.36 t/s, tg_3s =  65.14 t/s
38.39.657.928 I slot print_timing: id  3 | task 84610 | n_decoded =  12954, tg =  67.32 t/s, tg_3s =  65.08 t/s
38.42.663.128 I slot print_timing: id  3 | task 84610 | n_decoded =  13149, tg =  67.28 t/s, tg_3s =  64.89 t/s
38.45.665.846 I slot print_timing: id  3 | task 84610 | n_decoded =  13343, tg =  67.24 t/s, tg_3s =  64.61 t/s
38.48.674.762 I slot print_timing: id  3 | task 84610 | n_decoded =  13537, tg =  67.20 t/s, tg_3s =  64.48 t/s
38.51.683.381 I slot print_timing: id  3 | task 84610 | n_decoded =  13731, tg =  67.16 t/s, tg_3s =  64.48 t/s
38.54.695.035 I slot print_timing: id  3 | task 84610 | n_decoded =  13925, tg =  67.12 t/s, tg_3s =  64.42 t/s
38.57.706.903 I slot print_timing: id  3 | task 84610 | n_decoded =  14119, tg =  67.08 t/s, tg_3s =  64.41 t/s
39.00.711.568 I slot print_timing: id  3 | task 84610 | n_decoded =  14312, tg =  67.04 t/s, tg_3s =  64.23 t/s
39.03.720.976 I slot print_timing: id  3 | task 84610 | n_decoded =  14505, tg =  67.00 t/s, tg_3s =  64.13 t/s
39.06.728.130 I slot print_timing: id  3 | task 84610 | n_decoded =  14698, tg =  66.96 t/s, tg_3s =  64.18 t/s
39.09.729.876 I slot print_timing: id  3 | task 84610 | n_decoded =  14891, tg =  66.93 t/s, tg_3s =  64.30 t/s
39.12.741.947 I slot print_timing: id  3 | task 84610 | n_decoded =  15084, tg =  66.89 t/s, tg_3s =  64.08 t/s
39.15.754.332 I slot print_timing: id  3 | task 84610 | n_decoded =  15277, tg =  66.85 t/s, tg_3s =  64.07 t/s
39.15.879.542 I slot print_timing: id  3 | task 84610 | prompt eval time =    2108.80 ms /  3460 tokens (    0.61 ms per token,  1640.74 tokens per second)
39.15.879.545 I slot print_timing: id  3 | task 84610 |        eval time =  228642.63 ms / 15285 tokens (   14.96 ms per token,    66.85 tokens per second)
39.15.879.545 I slot print_timing: id  3 | task 84610 |       total time =  230751.43 ms / 18745 tokens
39.15.879.546 I slot print_timing: id  3 | task 84610 |    graphs reused =      99074
39.15.880.056 I slot      release: id  3 | task 84610 | stop processing: n_tokens = 38511, truncated = 0
39.15.931.955 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.904 (> 0.100 thold), f_keep = 0.603
39.15.932.399 I slot launch_slot_: id  3 | task 99900 | processing task, is_child = 0
39.20.857.306 I slot print_timing: id  3 | task 99900 | n_decoded =    208, tg =  69.27 t/s, tg_3s =  69.27 t/s
39.22.380.484 I slot print_timing: id  3 | task 99900 | prompt eval time =    1921.83 ms /  2953 tokens (    0.65 ms per token,  1536.56 tokens per second)
39.22.380.487 I slot print_timing: id  3 | task 99900 |        eval time =    4526.03 ms /   313 tokens (   14.46 ms per token,    69.16 tokens per second)
39.22.380.487 I slot print_timing: id  3 | task 99900 |       total time =    6447.86 ms /  3266 tokens
39.22.380.488 I slot print_timing: id  3 | task 99900 |    graphs reused =      99384
39.22.381.045 I slot      release: id  3 | task 99900 | stop processing: n_tokens = 26007, truncated = 0
39.22.433.170 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.991 (> 0.100 thold), f_keep = 0.988
39.22.433.684 I slot launch_slot_: id  3 | task 100218 | processing task, is_child = 0
39.24.267.257 I slot print_timing: id  3 | task 100218 | prompt eval time =     265.31 ms /   246 tokens (    1.08 ms per token,   927.21 tokens per second)
39.24.267.260 I slot print_timing: id  3 | task 100218 |        eval time =    1568.05 ms /   109 tokens (   14.39 ms per token,    69.51 tokens per second)
39.24.267.260 I slot print_timing: id  3 | task 100218 |       total time =    1833.37 ms /   355 tokens
39.24.267.262 I slot print_timing: id  3 | task 100218 |    graphs reused =      99491
39.24.267.822 I slot      release: id  3 | task 100218 | stop processing: n_tokens = 26023, truncated = 0
39.24.349.452 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.873 (> 0.100 thold), f_keep = 0.996
39.24.349.797 I slot launch_slot_: id  3 | task 100330 | processing task, is_child = 0
39.29.692.911 I slot print_timing: id  3 | task 100330 | n_decoded =    203, tg =  67.52 t/s, tg_3s =  67.52 t/s
39.30.390.814 I slot print_timing: id  3 | task 100330 | prompt eval time =    2336.57 ms /  3808 tokens (    0.61 ms per token,  1629.74 tokens per second)
39.30.390.817 I slot print_timing: id  3 | task 100330 |        eval time =    3704.23 ms /   250 tokens (   14.82 ms per token,    67.49 tokens per second)
39.30.390.818 I slot print_timing: id  3 | task 100330 |       total time =    6040.80 ms /  4058 tokens
39.30.390.819 I slot print_timing: id  3 | task 100330 |    graphs reused =      99739
39.30.391.446 I slot      release: id  3 | task 100330 | stop processing: n_tokens = 29949, truncated = 0
39.30.448.179 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.992 (> 0.100 thold), f_keep = 0.992
39.30.448.608 I slot launch_slot_: id  3 | task 100585 | processing task, is_child = 0
39.35.908.237 I slot print_timing: id  3 | task 100585 | n_decoded =    202, tg =  67.26 t/s, tg_3s =  67.26 t/s
39.38.920.689 I slot print_timing: id  3 | task 100585 | n_decoded =    403, tg =  66.99 t/s, tg_3s =  66.72 t/s
39.39.144.498 I slot print_timing: id  3 | task 100585 | prompt eval time =    2455.96 ms /  3946 tokens (    0.62 ms per token,  1606.71 tokens per second)
39.39.144.501 I slot print_timing: id  3 | task 100585 |        eval time =    6239.72 ms /   418 tokens (   14.93 ms per token,    66.99 tokens per second)
39.39.144.501 I slot print_timing: id  3 | task 100585 |       total time =    8695.68 ms /  4364 tokens
39.39.144.502 I slot print_timing: id  3 | task 100585 |    graphs reused =     100153
39.39.145.122 I slot      release: id  3 | task 100585 | stop processing: n_tokens = 30350, truncated = 0
39.39.230.545 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.989 (> 0.100 thold), f_keep = 0.986
39.39.230.880 I slot launch_slot_: id  3 | task 101008 | processing task, is_child = 0
39.40.655.551 I slot print_timing: id  3 | task 101008 | prompt eval time =     303.60 ms /   340 tokens (    0.89 ms per token,  1119.90 tokens per second)
39.40.655.554 I slot print_timing: id  3 | task 101008 |        eval time =    1120.86 ms /    76 tokens (   14.75 ms per token,    67.81 tokens per second)
39.40.655.555 I slot print_timing: id  3 | task 101008 |       total time =    1424.46 ms /   416 tokens
39.40.655.556 I slot print_timing: id  3 | task 101008 |    graphs reused =     100227
39.40.656.185 I slot      release: id  3 | task 101008 | stop processing: n_tokens = 30325, truncated = 0
39.40.742.473 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.936 (> 0.100 thold), f_keep = 0.997
39.40.742.857 I slot launch_slot_: id  3 | task 101087 | processing task, is_child = 0
39.45.118.347 I slot print_timing: id  3 | task 101087 | n_decoded =    200, tg =  66.35 t/s, tg_3s =  66.35 t/s
39.48.126.509 I slot print_timing: id  3 | task 101087 | n_decoded =    400, tg =  66.42 t/s, tg_3s =  66.49 t/s
39.51.138.871 I slot print_timing: id  3 | task 101087 | n_decoded =    600, tg =  66.41 t/s, tg_3s =  66.39 t/s
39.54.143.821 I slot print_timing: id  3 | task 101087 | n_decoded =    799, tg =  66.36 t/s, tg_3s =  66.22 t/s
39.57.147.855 I slot print_timing: id  3 | task 101087 | n_decoded =    997, tg =  66.27 t/s, tg_3s =  65.91 t/s
39.58.071.026 I slot print_timing: id  3 | task 101087 | prompt eval time =    1360.86 ms /  2092 tokens (    0.65 ms per token,  1537.26 tokens per second)
39.58.071.028 I slot print_timing: id  3 | task 101087 |        eval time =   15967.09 ms /  1058 tokens (   15.09 ms per token,    66.26 tokens per second)
39.58.071.029 I slot print_timing: id  3 | task 101087 |       total time =   17327.95 ms /  3150 tokens
39.58.071.030 I slot print_timing: id  3 | task 101087 |    graphs reused =     101279
39.58.071.670 I slot      release: id  3 | task 101087 | stop processing: n_tokens = 33377, truncated = 0
39.58.160.367 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.991 (> 0.100 thold), f_keep = 0.968
39.58.160.725 I slot launch_slot_: id  3 | task 102149 | processing task, is_child = 0
40.02.727.127 I slot print_timing: id  3 | task 102149 | n_decoded =    200, tg =  66.42 t/s, tg_3s =  66.42 t/s
40.03.359.746 I slot print_timing: id  3 | task 102149 | prompt eval time =    1554.85 ms /  2337 tokens (    0.67 ms per token,  1503.04 tokens per second)
40.03.359.748 I slot print_timing: id  3 | task 102149 |        eval time =    3643.95 ms /   242 tokens (   15.06 ms per token,    66.41 tokens per second)
40.03.359.749 I slot print_timing: id  3 | task 102149 |       total time =    5198.80 ms /  2579 tokens
40.03.359.750 I slot print_timing: id  3 | task 102149 |    graphs reused =     101518
40.03.360.400 I slot      release: id  3 | task 102149 | stop processing: n_tokens = 32858, truncated = 0
40.03.447.570 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.966 (> 0.100 thold), f_keep = 0.993
40.03.448.017 I slot launch_slot_: id  3 | task 102395 | processing task, is_child = 0
40.05.401.646 I slot print_timing: id  3 | task 102395 | prompt eval time =     865.74 ms /  1183 tokens (    0.73 ms per token,  1366.45 tokens per second)
40.05.401.649 I slot print_timing: id  3 | task 102395 |        eval time =    1087.64 ms /    72 tokens (   15.11 ms per token,    66.20 tokens per second)
40.05.401.650 I slot print_timing: id  3 | task 102395 |       total time =    1953.39 ms /  1255 tokens
40.05.401.651 I slot print_timing: id  3 | task 102395 |    graphs reused =     101587
40.05.402.343 I slot      release: id  3 | task 102395 | stop processing: n_tokens = 33849, truncated = 0
40.05.467.931 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.942 (> 0.100 thold), f_keep = 0.998
40.05.468.463 I slot launch_slot_: id  3 | task 102471 | processing task, is_child = 0
40.10.526.941 I slot print_timing: id  3 | task 102471 | n_decoded =    196, tg =  65.21 t/s, tg_3s =  65.21 t/s
40.13.539.704 I slot print_timing: id  3 | task 102471 | n_decoded =    391, tg =  64.97 t/s, tg_3s =  64.72 t/s
40.16.551.221 I slot print_timing: id  3 | task 102471 | n_decoded =    585, tg =  64.79 t/s, tg_3s =  64.42 t/s
40.19.558.642 I slot print_timing: id  3 | task 102471 | n_decoded =    779, tg =  64.72 t/s, tg_3s =  64.51 t/s
40.21.389.593 I slot print_timing: id  3 | task 102471 | prompt eval time =    2052.81 ms /  3150 tokens (    0.65 ms per token,  1534.48 tokens per second)
40.21.389.596 I slot print_timing: id  3 | task 102471 |        eval time =   13868.10 ms /   897 tokens (   15.46 ms per token,    64.68 tokens per second)
40.21.389.596 I slot print_timing: id  3 | task 102471 |       total time =   15920.91 ms /  4047 tokens
40.21.389.597 I slot print_timing: id  3 | task 102471 |    graphs reused =     102479
40.21.390.283 I slot      release: id  3 | task 102471 | stop processing: n_tokens = 36748, truncated = 0
40.21.485.696 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.976 (> 0.100 thold), f_keep = 0.976
40.21.486.046 I slot launch_slot_: id  3 | task 103372 | processing task, is_child = 0
40.24.686.813 I slot print_timing: id  3 | task 103372 | prompt eval time =    1946.81 ms /  2918 tokens (    0.67 ms per token,  1498.87 tokens per second)
40.24.686.816 I slot print_timing: id  3 | task 103372 |        eval time =    1253.70 ms /    82 tokens (   15.29 ms per token,    65.41 tokens per second)
40.24.686.817 I slot print_timing: id  3 | task 103372 |       total time =    3200.51 ms /  3000 tokens
40.24.686.817 I slot print_timing: id  3 | task 103372 |    graphs reused =     102559
40.24.687.509 I slot      release: id  3 | task 103372 | stop processing: n_tokens = 36807, truncated = 0
40.24.782.766 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.998
40.24.783.105 I slot launch_slot_: id  3 | task 103459 | processing task, is_child = 0
40.28.814.042 I slot print_timing: id  3 | task 103459 | n_decoded =    192, tg =  63.94 t/s, tg_3s =  63.94 t/s
40.31.825.667 I slot print_timing: id  3 | task 103459 | n_decoded =    385, tg =  64.01 t/s, tg_3s =  64.08 t/s
40.34.829.724 I slot print_timing: id  3 | task 103459 | n_decoded =    577, tg =  63.98 t/s, tg_3s =  63.91 t/s
40.37.831.239 I slot print_timing: id  3 | task 103459 | n_decoded =    769, tg =  63.98 t/s, tg_3s =  63.97 t/s
40.40.831.507 I slot print_timing: id  3 | task 103459 | n_decoded =    961, tg =  63.98 t/s, tg_3s =  63.99 t/s
40.43.846.077 I slot print_timing: id  3 | task 103459 | n_decoded =   1153, tg =  63.93 t/s, tg_3s =  63.69 t/s
40.46.850.454 I slot print_timing: id  3 | task 103459 | n_decoded =   1344, tg =  63.88 t/s, tg_3s =  63.57 t/s
40.49.859.415 I slot print_timing: id  3 | task 103459 | n_decoded =   1536, tg =  63.87 t/s, tg_3s =  63.81 t/s
40.52.869.914 I slot print_timing: id  3 | task 103459 | n_decoded =   1728, tg =  63.86 t/s, tg_3s =  63.78 t/s
40.55.871.343 I slot print_timing: id  3 | task 103459 | n_decoded =   1919, tg =  63.84 t/s, tg_3s =  63.64 t/s
40.58.880.858 I slot print_timing: id  3 | task 103459 | n_decoded =   2110, tg =  63.81 t/s, tg_3s =  63.47 t/s
41.01.065.792 I slot print_timing: id  3 | task 103459 | prompt eval time =    1028.04 ms /  1434 tokens (    0.72 ms per token,  1394.89 tokens per second)
41.01.065.795 I slot print_timing: id  3 | task 103459 |        eval time =   35254.42 ms /  2248 tokens (   15.68 ms per token,    63.77 tokens per second)
41.01.065.795 I slot print_timing: id  3 | task 103459 |       total time =   36282.45 ms /  3682 tokens
41.01.065.796 I slot print_timing: id  3 | task 103459 |    graphs reused =     104796
41.01.066.516 I slot      release: id  3 | task 103459 | stop processing: n_tokens = 40385, truncated = 0
41.01.138.956 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.944 (> 0.100 thold), f_keep = 0.944
41.01.139.340 I slot launch_slot_: id  3 | task 105711 | processing task, is_child = 0
41.05.445.320 I slot print_timing: id  3 | task 105711 | prompt eval time =    2361.77 ms /  3593 tokens (    0.66 ms per token,  1521.32 tokens per second)
41.05.445.323 I slot print_timing: id  3 | task 105711 |        eval time =    1943.97 ms /   124 tokens (   15.68 ms per token,    63.79 tokens per second)
41.05.445.323 I slot print_timing: id  3 | task 105711 |       total time =    4305.74 ms /  3717 tokens
41.05.445.324 I slot print_timing: id  3 | task 105711 |    graphs reused =     104917
41.05.446.080 I slot      release: id  3 | task 105711 | stop processing: n_tokens = 40507, truncated = 0
41.05.544.713 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 0.997
41.05.545.080 I slot launch_slot_: id  3 | task 105840 | processing task, is_child = 0
41.08.834.061 I slot print_timing: id  3 | task 105840 | n_decoded =    192, tg =  63.69 t/s, tg_3s =  63.69 t/s
41.11.837.551 I slot print_timing: id  3 | task 105840 | n_decoded =    382, tg =  63.47 t/s, tg_3s =  63.26 t/s
41.14.848.649 I slot print_timing: id  3 | task 105840 | n_decoded =    572, tg =  63.35 t/s, tg_3s =  63.10 t/s
41.17.858.438 I slot print_timing: id  3 | task 105840 | n_decoded =    762, tg =  63.29 t/s, tg_3s =  63.13 t/s
41.18.822.514 I slot print_timing: id  3 | task 105840 | prompt eval time =     273.98 ms /   151 tokens (    1.81 ms per token,   551.14 tokens per second)
41.18.822.517 I slot print_timing: id  3 | task 105840 |        eval time =   13003.19 ms /   823 tokens (   15.80 ms per token,    63.29 tokens per second)
41.18.822.517 I slot print_timing: id  3 | task 105840 |       total time =   13277.17 ms /   974 tokens
41.18.822.519 I slot print_timing: id  3 | task 105840 |    graphs reused =     105735
41.18.823.261 I slot      release: id  3 | task 105840 | stop processing: n_tokens = 41335, truncated = 0
46.07.505.809 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.575 (> 0.100 thold), f_keep = 0.030
46.08.038.172 I slot launch_slot_: id  3 | task 106666 | processing task, is_child = 0
46.09.381.956 I slot print_timing: id  3 | task 106666 | prompt eval time =     668.11 ms /   939 tokens (    0.71 ms per token,  1405.46 tokens per second)
46.09.381.960 I slot print_timing: id  3 | task 106666 |        eval time =     675.43 ms /    55 tokens (   12.28 ms per token,    81.43 tokens per second)
46.09.381.960 I slot print_timing: id  3 | task 106666 |       total time =    1343.54 ms /   994 tokens
46.09.381.961 I slot print_timing: id  3 | task 106666 |    graphs reused =     105788
46.09.382.092 I slot      release: id  3 | task 106666 | stop processing: n_tokens = 2245, truncated = 0
46.09.412.023 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.947 (> 0.100 thold), f_keep = 0.976
46.09.412.379 I slot launch_slot_: id  3 | task 106724 | processing task, is_child = 0
46.11.131.102 I slot print_timing: id  3 | task 106724 | prompt eval time =     600.92 ms /  1060 tokens (    0.57 ms per token,  1763.97 tokens per second)
46.11.131.105 I slot print_timing: id  3 | task 106724 |        eval time =    1117.63 ms /    90 tokens (   12.42 ms per token,    80.53 tokens per second)
46.11.131.106 I slot print_timing: id  3 | task 106724 |       total time =    1718.55 ms /  1150 tokens
46.11.131.107 I slot print_timing: id  3 | task 106724 |    graphs reused =     105876
46.11.131.269 I slot      release: id  3 | task 106724 | stop processing: n_tokens = 2401, truncated = 0
46.11.151.004 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.877 (> 0.100 thold), f_keep = 0.963
46.11.151.399 I slot launch_slot_: id  3 | task 106818 | processing task, is_child = 0
46.12.600.582 I slot print_timing: id  3 | task 106818 | prompt eval time =     281.62 ms /   405 tokens (    0.70 ms per token,  1438.10 tokens per second)
46.12.600.585 I slot print_timing: id  3 | task 106818 |        eval time =    1167.39 ms /    94 tokens (   12.42 ms per token,    80.52 tokens per second)
46.12.600.586 I slot print_timing: id  3 | task 106818 |       total time =    1449.01 ms /   499 tokens
46.12.600.587 I slot print_timing: id  3 | task 106818 |    graphs reused =     105968
46.12.600.731 I slot      release: id  3 | task 106818 | stop processing: n_tokens = 2727, truncated = 0
46.12.626.346 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.409 (> 0.100 thold), f_keep = 0.966
46.12.626.717 I slot launch_slot_: id  3 | task 106915 | processing task, is_child = 0
46.16.305.043 I slot print_timing: id  3 | task 106915 | prompt eval time =    2084.76 ms /  4043 tokens (    0.52 ms per token,  1939.31 tokens per second)
46.16.305.045 I slot print_timing: id  3 | task 106915 |        eval time =    1593.38 ms /   125 tokens (   12.75 ms per token,    78.45 tokens per second)
46.16.305.046 I slot print_timing: id  3 | task 106915 |       total time =    3678.15 ms /  4168 tokens
46.16.305.047 I slot print_timing: id  3 | task 106915 |    graphs reused =     106091
46.16.305.290 I slot      release: id  3 | task 106915 | stop processing: n_tokens = 6555, truncated = 0
46.16.337.450 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.468 (> 0.100 thold), f_keep = 0.981
46.16.337.809 I slot launch_slot_: id  3 | task 107045 | processing task, is_child = 0
46.20.276.711 I slot print_timing: id  3 | task 107045 | prompt processing, n_tokens =   7920, progress = 0.77, t =   3.94 s / 2010.81 tokens per second
46.21.343.151 I slot print_timing: id  3 | task 107045 | prompt processing, n_tokens =   9968, progress = 0.92, t =   5.01 s / 1991.54 tokens per second
46.21.746.274 I slot print_timing: id  3 | task 107045 | prompt processing, n_tokens =  10501, progress = 0.96, t =   5.41 s / 1941.65 tokens per second
46.21.932.997 I slot print_timing: id  3 | task 107045 | prompt processing, n_tokens =  11013, progress = 1.00, t =   5.60 s / 1968.36 tokens per second
46.24.244.579 I slot print_timing: id  3 | task 107045 | prompt eval time =    5723.86 ms / 11017 tokens (    0.52 ms per token,  1924.75 tokens per second)
46.24.244.582 I slot print_timing: id  3 | task 107045 |        eval time =    2182.72 ms /   163 tokens (   13.39 ms per token,    74.68 tokens per second)
46.24.244.582 I slot print_timing: id  3 | task 107045 |       total time =    7906.58 ms / 11180 tokens
46.24.244.583 I slot print_timing: id  3 | task 107045 |    graphs reused =     106251
46.24.244.921 I slot      release: id  3 | task 107045 | stop processing: n_tokens = 13895, truncated = 0
46.24.285.736 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.719 (> 0.100 thold), f_keep = 0.988
46.24.286.103 I slot launch_slot_: id  3 | task 107216 | processing task, is_child = 0
46.27.348.143 I slot print_timing: id  3 | task 107216 | prompt processing, n_tokens =   6144, progress = 0.66, t =   3.06 s / 2006.64 tokens per second
46.28.061.576 I slot print_timing: id  3 | task 107216 | prompt processing, n_tokens =   7327, progress = 0.73, t =   3.78 s / 1940.79 tokens per second
46.29.088.281 I slot print_timing: id  3 | task 107216 | prompt processing, n_tokens =   9375, progress = 0.83, t =   4.80 s / 1952.32 tokens per second
46.30.178.243 I slot print_timing: id  3 | task 107216 | prompt processing, n_tokens =  11423, progress = 0.94, t =   5.89 s / 1938.75 tokens per second
46.30.640.263 I slot print_timing: id  3 | task 107216 | prompt processing, n_tokens =  12054, progress = 0.97, t =   6.35 s / 1897.08 tokens per second
